budget,genres,id,original_language,popularity,production_companies,production_countries,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,release_quarter,season,main_genre,genre_count,keywords
28000000,"['Drama', 'Thriller']",162903,en,10.850442,"['DreamWorks SKG', 'Participant Media', 'Reliance Entertainment', 'Touchstone Pictures', 'Anonymous Content']","['Belgium', 'United States of America']",8555008.0,128.0,The Fifth Estate,5.7,368.0,2013,10,11,4,Fall,Drama,2,"['journalist', 'biography', 'internet', 'information leak', 'activist']"
25000000,"['Thriller', 'Crime', 'Drama']",109091,en,14.723646,"['Ingenious Media', 'Fox 2000 Pictures', 'Scott Free Productions', 'Kanzaman', 'Nick Wechsler Productions', 'Big Screen Productions', 'Chockstone Pictures', 'Translux', 'TSG Entertainment']","['United Kingdom', 'United States of America']",71009334.0,117.0,The Counselor,5.0,724.0,2013,10,25,4,Fall,Action,3,"['poetry', 'lawyer', 'drug smuggling', 'drug trafficking', 'red dress']"
20000000,"['Drama', 'History']",76203,en,30.316249,"['Plan B Entertainment', 'Regency Enterprises', 'River Road Entertainment', 'Film4', 'New Regency Pictures']","['United States of America', 'United Kingdom']",187000000.0,134.0,12 Years a Slave,7.9,3787.0,2013,10,18,4,Fall,Drama,2,"['whip', 'kidnapping', 'slavery', 'plantation', 'night shift', 'violin player', 'physical abuse', 'cotton', 'slave owner', '19th century', 'sold into slavery', 'abolitionist']"
9000000,"['Action', 'Adventure', 'Drama']",152747,en,12.74965,"['Sudden Storm Productions', 'FilmNation Entertainment', 'Treehouse Pictures', 'Before the Door Pictures', 'Washington Square Films', 'Black Bear Pictures']",['United States of America'],6108720.0,106.0,All Is Lost,6.6,679.0,2013,10,18,4,Fall,Action,3,"['yacht', 'sailor', 'storm at sea', 'unconsciousness', 'life raft', 'container', 'emergency', 'distress', 'very little dialogue']"
110000000,"['Science Fiction', 'Action', 'Adventure']",80274,en,12.500305,"['Summit Entertainment', 'Chartoff Productions', 'Odd Lot Entertainment', 'K/O Paper Products', 'Digital Domain', 'Taleswapper']",['United States of America'],125537191.0,114.0,Ender's Game,6.6,2354.0,2013,10,23,4,Fall,Horror,3,"['based on novel', 'intolerance', 'chosen one', 'child prodigy', 'futuristic', 'space', 'science fiction', 'alien invasion', 'military school', 'morality tale', 'based on young adult novel']"
15000000,['Comedy'],208134,en,8.000867,"['Paramount Pictures', 'MTV Films', 'Dickhouse Productions']",['United States of America'],151831537.0,92.0,Bad Grandpa,6.0,688.0,2013,10,22,4,Fall,Comedy,1,['duringcreditsstinger']
170000000,"['Action', 'Adventure', 'Fantasy']",76338,en,34.905447,['Marvel Studios'],['United States of America'],644571402.0,112.0,Thor: The Dark World,6.8,4873.0,2013,10,29,4,Fall,Action,3,"['marvel comic', 'superhero', 'based on comic', 'hostile takeover', 'norse mythology', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d', 'asgard']"
5000000,"['Drama', 'History']",152532,en,14.785719,"['Universal Studios', 'Universal Pictures', 'Voltage Pictures', 'Truth Entertainment']",['United States of America'],55198285.0,117.0,Dallas Buyers Club,7.9,2973.0,2013,9,7,3,Fall,Drama,2,"['women', 'aids', 'biography', 'based on true story', 'hiv', 'drug', '1980s']"
103000,['Drama'],123377,ko,5.194433,"['Good Film Company', 'Finecut']",['South Korea'],3623330.0,104.0,Pieta,6.9,92.0,2012,9,5,3,Fall,Drama,1,[]
55000000,"['Animation', 'Comedy', 'Family']",175574,en,7.713231,"['Reel FX Creative Studios', 'Relativity Media']",['United States of America'],110000000.0,91.0,Free Birds,5.7,259.0,2013,10,30,4,Fall,Animation,3,"['holiday', 'thanksgiving', 'freedom', 'duringcreditsstinger', '3d']"
28000000,['Comedy'],137093,en,9.157369,"['Laurence Mark Productions', 'CBS Films', 'Outlaw Sinema', 'Good Universe', 'Gidden Media']",['United States of America'],134402450.0,105.0,Last Vegas,6.4,813.0,2013,10,31,4,Fall,Comedy,1,"['casino', 'male friendship', 'stag night', 'las vegas', 'elderly']"
12000000,['Drama'],205220,en,6.927182,"['BBC Films', 'The Weinstein Company', 'Baby Cow Productions', 'Pathé', 'Yucaipa Films', 'Magnolia Mae Films']",['United Kingdom'],100129872.0,98.0,Philomena,7.4,588.0,2013,11,1,4,Fall,Drama,1,"['mother', 'washington d.c.', 'journalist', 'adoption', 'forgiveness', 'son', 'faith', 'search', 'church', 'ireland', 'based on true events', 'nuns']"
17000000,['Comedy'],146304,en,6.102021,['Universal'],['United States of America'],71625195.0,123.0,The Best Man Holiday,6.7,110.0,2013,11,15,4,Fall,Comedy,1,['best man']
2159280,['Drama'],209274,pl,8.651053,"['Danish Film Institute', 'Portobello Pictures', 'Eurimages', 'Canal+ Polska', 'Opus Film', 'Polski Instytut Sztuki Filmowej', 'Phoenix Film Investments', 'City of Lodz', 'Phoenix Film Poland']","['Denmark', 'France', 'Poland', 'United Kingdom']",15298355.0,80.0,Ida,7.1,262.0,2013,10,25,4,Fall,Drama,1,"['nun', 'mine', 'jew', 'jewish', 'poland']"
130000000,"['Adventure', 'Action', 'Science Fiction']",101299,en,25.309139,"['Lionsgate', 'Color Force']",['United States of America'],847423452.0,146.0,The Hunger Games: Catching Fire,7.4,6656.0,2013,11,15,4,Fall,Adventure,3,"['competition', 'based on novel', 'mentor', 'secret', 'factory', 'television', 'propaganda', 'future', 'dystopia', 'alliance', 'games', 'president', 'uprising', 'sequel', 'murder', 'survival', 'conspiracy', 'rebellion', 'blood', 'female protagonist', 'tournament', 'explosion', 'danger', 'imax', 'winner', 'based on young adult novel']"
250000000,"['Adventure', 'Fantasy']",57158,en,20.644776,"['WingNut Films', 'New Line Cinema', 'Warner Bros. Pictures', 'Metro-Goldwyn-Mayer (MGM)']","['New Zealand', 'United States of America']",958400000.0,161.0,The Hobbit: The Desolation of Smaug,7.6,4633.0,2013,12,11,4,Winter,Adventure,2,"['elves', 'dwarves', 'orcs', 'hobbit', 'dragon', 'wizard', 'sword and sorcery']"
175000000,"['Drama', 'Action', 'Adventure', 'Fantasy']",64686,en,14.88937,"['Mid Atlantic Films', 'Stuber Productions', 'Universal', 'Moving Picture Company (MPC)', 'H2F Entertainment']",['United States of America'],150962475.0,119.0,47 Ronin,5.9,1357.0,2013,12,6,4,Winter,Drama,4,"['japan', 'suicide', 'samurai', 'based on true story', 'samurai sword', 'ronin', 'shogun', 'half breed', '3d']"
26000000,['Comedy'],146239,en,13.548808,"['DreamWorks SKG', 'Touchstone Pictures']",['United States of America'],51164106.0,105.0,Delivery Man,6.2,561.0,2013,10,10,4,Fall,Comedy,1,"['remake', 'sperm donor']"
13000000,"['Drama', 'Romance', 'War']",121642,it,5.849716,['Medusa Film'],"['Italy', 'Spain', 'Croatia']",18295.0,127.0,Twice Born,6.9,142.0,2012,9,13,3,Fall,Drama,3,[]
150000000,"['Animation', 'Adventure', 'Family']",109445,en,24.248243,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",['United States of America'],1274219009.0,102.0,Frozen,7.3,5440.0,2013,11,27,4,Fall,Animation,3,"['queen', 'musical', 'princess', 'betrayal', 'snowman', 'animation', 'reindeer', 'curse', 'snow', 'troll', 'mountain climber', 'aftercreditsstinger', 'woman director', '3d']"
11000000,"['Drama', 'Music']",86829,en,10.838063,"['StudioCanal', 'CBS Films', 'Anton Capital Entertainment (ACE)']","['United States of America', 'France', 'United Kingdom']",32935319.0,105.0,Inside Llewyn Davis,7.2,845.0,2013,10,6,4,Fall,Drama,2,"['folk music', 'performance', 'aspiring singer', 'new york city', 'recording', 'merchant marine', '1960s']"
100000000,"['Crime', 'Drama', 'Comedy']",106646,en,16.382422,"['Paramount Pictures', 'Appian Way', 'EMJAG Productions', 'Red Granite Pictures', 'Sikelia Productions']",['United States of America'],392000694.0,180.0,The Wolf of Wall Street,7.9,6768.0,2013,12,25,4,Winter,Action,3,"['corruption', 'sex', 'sexuality', 'bank', 'humor', 'biography', 'wall street', 'marriage crisis', 'rise and fall', 'stockbroker', 'drug', 'stock broker']"
22000000,"['Action', 'Thriller']",204082,en,9.896704,"['Millennium Films', 'Open Road Films']",['United States of America'],43058898.0,100.0,Homefront,6.4,898.0,2013,11,27,4,Fall,Action,2,"['based on novel', 'drug dealer', 'ex-cop', 'rural setting', 'undercover cop', 'methamphetamine', 'motorcycle gang', 'drug', 'revenge motive', 'father daughter relationship', 'lousiana bayou']"
35000000,"['Drama', 'History']",192136,en,11.318079,"['Distant Horizons', 'Film Afrika Worldwide', 'Videovision Entertainment', 'Pathe', 'Origin Pictures']","['United Kingdom', 'South Africa']",27330000.0,141.0,Mandela: Long Walk to Freedom,6.5,225.0,2013,12,6,4,Winter,Drama,2,"['prison', 'south africa', 'apartheid', 'biography', 'nelson mandela', 'historical figure']"
25000000,"['Comedy', 'Drama']",152737,en,6.954296,"['Jean Doumanian Productions', 'Smokehouse Pictures']",['United States of America'],74188937.0,121.0,August: Osage County,6.9,497.0,2013,12,26,4,Winter,Comedy,2,"['suicide', 'drug addiction', 'funeral', 'dysfunctional family', 'based on play or musical', 'midwest', 'southern', 'bleak comedy', 'mental disorders']"
110000,"['Fantasy', 'Music', 'Romance']",180048,ml,1.104156,['Whitesands Media House'],['India'],270000.0,165.0,Amen,6.9,6.0,2013,3,21,1,Spring,Adventure,3,"['competition', 'musician', 'music', 'love', 'church', 'band', 'malayalam']"
7000000,"['Western', 'Thriller']",158916,en,5.799861,"['Kickstart Productions', 'Mythic International Entertainment', 'Raindance Entertainment']",['United States of America'],6147.0,95.0,Sweetwater,6.0,71.0,2013,1,24,1,Winter,Action,2,"['new mexico', 'love', 'revenge', 'murder', 'religious fanatic']"
40000000,"['Drama', 'Crime']",168672,en,16.478036,"['Columbia Pictures', 'Atlas Entertainment', 'Annapurna Pictures']",['United States of America'],251171807.0,138.0,American Hustle,6.8,2868.0,2013,12,12,4,Winter,Drama,2,"['con artist', 'scam', 'mobster', 'fbi agent']"
90000000,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",116745,en,8.684892,"['New Line Cinema', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Samuel Goldwyn Films', 'Big Screen Productions', 'Red Hour Films', 'TSG Entertainment', 'Down Productions']",['United States of America'],188133322.0,114.0,The Secret Life of Walter Mitty,7.0,3213.0,2013,12,18,4,Winter,Adventure,4,"['himalaya', 'photographer', 'magazine', 'iceland', 'daydream', 'photograph', 'shark', 'fired from the job', 'skateboard', 'dreamer', 'online dating', 'daydreaming']"
23000000,"['Romance', 'Science Fiction', 'Drama']",152601,en,13.829515,"['Warner Bros.', 'Annapurna Pictures']","['China', 'United States of America']",47351251.0,126.0,Her,7.9,4215.0,2013,12,18,4,Winter,Comedy,3,"['artificial intelligence', 'computer', 'love', 'loneliness', 'transhumanism', 'heartbreak', 'near future', 'singularity', 'bittersweet']"
40000000,"['Action', 'Drama', 'Thriller', 'War']",193756,en,10.855502,"['Universal Pictures', 'Weed Road Pictures', 'Herrick Entertainment', 'Leverage Management', 'Closest to the Hole Productions', 'Emmett/Furla Films', 'Envision Entertainment Corporation', 'Film 44', 'Foresight Unlimited', 'Hollywood Studios International', 'Spikings Entertainment']",['United States of America'],149295601.0,121.0,Lone Survivor,7.4,1549.0,2013,12,24,4,Winter,Action,4,"['war', 'survival', 'navy seal', 'military', 'dangerous mission']"
35000000,"['Comedy', 'Drama', 'History']",140823,en,15.130888,"['Walt Disney Pictures', 'BBC Films', 'Ruby Films', 'Essential Media & Entertainment', 'Hopscotch Features']","['Australia', 'United Kingdom', 'United States of America']",112544580.0,125.0,Saving Mr. Banks,7.3,1256.0,2013,11,16,4,Fall,Comedy,3,"['biography', 'animation', 'writer', 'film production']"
90000000,"['Fantasy', 'Action', 'Family']",49852,en,3.394928,"['Vnesheconombank', 'Nutcracker Holdings', 'HCC Media Group', 'Russian Roulette Ltd.']","['United Kingdom', 'Hungary']",16178959.0,110.0,The Nutcracker: The Untold Story,5.3,52.0,2010,11,24,4,Fall,Adventure,3,[]
30000000,"['Drama', 'Thriller', 'Mystery', 'Action']",87516,en,7.882353,"['Vertigo Entertainment', '40 Acres & A Mule Filmworks', 'Good Universe', 'OB Productions']",['United States of America'],4861022.0,104.0,Oldboy,5.9,632.0,2013,11,14,4,Fall,Drama,4,"['imprisonment', 'remake of korean film']"
50000000,['Comedy'],109443,en,7.600751,"['Paramount Pictures', 'Gary Sanchez Productions', 'Apatow Productions']",['United States of America'],173649015.0,119.0,Anchorman 2: The Legend Continues,6.0,940.0,2013,12,18,4,Winter,Comedy,1,"['journalism', 'mustache', 'tv news', 'newsroom', 'gang warfare', 'aftercreditsstinger', 'news spoof', 'tv news anchor']"
39200000,"['Action', 'Science Fiction', 'Drama']",110415,ko,14.131906,"['CJ Entertainment', 'Opus Pictures', 'Stillking Films', 'SnowPiercer', 'Moho Film']","['South Korea', 'France', 'Czech Republic', 'United States of America']",86758912.0,126.0,Snowpiercer,6.7,2910.0,2013,8,1,3,Summer,Action,3,"['father son relationship', 'child labour', 'brothel', 'winter', 'allegory', 'bridge', 'post-apocalyptic', 'dystopia', 'hijacking of train', 'based on comic', 'dam', 'rifle', 'pregnant', 'train', 'violence', 'based on graphic novel', 'guilt', 'revolt', 'duplicity', 'tunnel', 'social class', 'population control', 'perpetual winter', 'city ruin']"
4620000,['Drama'],142487,es,0.546165,"['Churchill Toledo', 'Consejo Nacional para la Cultura y las Artes (CONACULTA)']",['Mexico'],2395000.0,115.0,The Precocious and Brief Life of Sabina Rivas,5.0,6.0,2012,11,9,4,Fall,Drama,1,['mara salvatrucha']
14000000,['Comedy'],82679,en,6.891823,"['Paramount Pictures', 'Nickelodeon Movies', 'Anonymous Content', 'Fake Empire']",['United States of America'],11417362.0,87.0,Fun Size,5.5,139.0,2012,10,25,4,Fall,Comedy,1,"['halloween', 'friends', 'little brother', 'trick or treating', 'boyfriend girlfriend relationship']"
32000000,"['Adventure', 'Drama', 'History']",169881,en,13.332387,"['ARD Degeto Film', 'UFA Cinema', 'CinePostproduction', 'Beta Cinema', 'Pixomondo', 'Cine Mobil']",['Germany'],57284237.0,155.0,The Physician,7.2,365.0,2013,12,25,4,Winter,Adventure,3,"['medicine', 'sandstorm', 'army', 'doctor', 'orphan', 'medieval', 'zealot', 'black death']"
7200000,"['Adventure', 'Drama', 'Fantasy', 'Family', 'Mystery']",14499,en,5.553737,"['Gorky Film Studio', 'Nordisk Tonefilm International']","['Sweden', 'Russia', 'Norway']",2300000.0,99.0,Mio in the Land of Faraway,6.3,23.0,1987,7,1,3,Summer,Adventure,5,"['boy', 'friendship', 'knight']"
40000000,['Comedy'],64807,en,11.655588,"['Gerber Pictures', 'Warner Bros.']",['United States of America'],44907260.0,113.0,Grudge Match,6.0,437.0,2013,12,25,4,Winter,Comedy,1,"['father son relationship', 'sport', 'rivalry', 'elderly', 'elderly man']"
1500000,"['Action', 'Crime', 'Drama', 'Thriller']",17478,hi,3.106495,['Yash Raj Films'],['India'],12000000.0,124.0,Dhoom,6.2,53.0,2004,8,27,3,Summer,Action,4,"['gang of thieves', 'cops', 'motor sport', 'bollywood', 'motorcycle']"
5000000,"['Horror', 'Thriller']",227348,en,8.898523,"['Blumhouse Productions', 'Room 101', 'Solana Films']",['United States of America'],86362372.0,84.0,Paranormal Activity: The Marked Ones,5.2,455.0,2014,1,1,1,Winter,Horror,2,"['supernatural', 'demon', 'found footage']"
1000000,"['Drama', 'Romance']",191714,hi,10.766409,['UTV Motion Pictures'],"['India', 'France', 'Germany']",4235151.0,104.0,The Lunchbox,7.3,226.0,2013,9,19,3,Fall,Drama,2,[]
12000000,['Drama'],245775,fr,4.726238,"['SND', 'WY Productions', 'Hérodiade', 'Umedia', 'Vértigo Films']",['France'],21026290.0,106.0,Yves Saint Laurent,6.4,270.0,2014,1,8,1,Winter,Drama,1,"['biography', 'fashion designer', 'fashion']"
2300000,"['Comedy', 'Crime']",204810,he,1.050644,"['United King Films', 'Bleiberg Entertainment']",['Israel'],4500000.0,107.0,Hunting Elephants,6.2,11.0,2013,7,3,3,Summer,Comedy,2,"['jerusalem', 'old man', 'bank robbery', 'bank heist']"
22000000,"['Animation', 'Adventure', 'Romance']",153158,es,14.347931,"['100 Bares', 'Ministerio de Cultura', 'Instituto de Crédito Oficial (ICO)', 'Televisión Federal (Telefe)', '369 Productions', 'Catmandu Branded Entertainment', 'JEMPSA', 'Plural - Jempsa', 'Prana Animation Studios']","['Argentina', 'Spain']",24000000.0,106.0,Underdogs,6.0,127.0,2013,7,18,3,Summer,Animation,3,['soccer']
18000000,"['Drama', 'History']",127560,en,6.099421,"['Archer Street Productions', 'Lionsgate', 'Pictures in Paradise', 'Silver Reel', 'Latitude Media', 'Thai Occidental Productions']","['Australia', 'United Kingdom']",22309223.0,116.0,The Railway Man,6.7,277.0,2013,12,26,4,Winter,Drama,2,"['post traumatic stress  disorder', 'japanese', 'world war ii', 'victim', 'autobiography', 'based on true story', 'history', 'revenge', 'redemption', 'torture']"
15000000,"['Drama', 'Romance']",118289,en,5.348746,"['Ecosse Films', 'Le Pacte', 'Scope Pictures', 'Film i Väst', 'Filmgate Films']","['Sweden', 'United Kingdom', 'France', 'Belgium']",21766271.0,113.0,Diana,5.3,180.0,2013,9,19,3,Fall,Drama,2,"['london england', 'paparazzi', 'royal family', 'lady diana spencer', 'pakistani', 'biography', 'princess', 'secret love', 'interracial relationship', 'princess diana']"
25000000,"['Action', 'Comedy']",168530,en,9.895752,"['Universal Pictures', 'Rainforest Films', 'Cube Vision', 'Relativity Media']",['United States of America'],153997819.0,99.0,Ride Along,6.1,867.0,2014,1,7,1,Winter,Action,2,"['police operation', 'police officer', 'brother-in-law brother-in-law relationship', 'duringcreditsstinger', 'black men']"
60000000,"['Action', 'Drama', 'Thriller']",137094,en,11.234862,"['Paramount Pictures', 'Di Bonaventura Pictures', 'Mace Neufeld Productions', 'Skydance Productions', 'Etalon film', 'Buckaroo Entertainment']","['Russia', 'United States of America']",50549107.0,105.0,Jack Ryan: Shadow Recruit,5.9,1194.0,2014,1,15,1,Winter,Action,3,"['london england', 'corruption', 'cia', 'terrorist', 'sniper', 'explosive', 'intelligence', 'russia', 'murder', 'conspiracy', 'surveillance', 'agent', 'jack ryan', 'u.s. marine', 'rehab', 'analyst']"
85000000,"['Adventure', 'Action', 'Science Fiction']",157350,en,21.572585,"['Summit Entertainment', 'Red Wagon Entertainment']",['United States of America'],288747895.0,139.0,Divergent,6.9,4784.0,2014,3,14,1,Spring,Adventure,3,"['based on novel', 'dystopia', 'youth', 'dystopic future', 'caste system', 'divergent', 'based on young adult novel']"
50000000,"['Adventure', 'Comedy']",102207,fr,10.409049,"['Canal+', 'Pathé']",['France'],48600000.0,105.0,HOUBA! On the Trail of the Marsupilami,5.0,214.0,2012,4,3,2,Spring,Adventure,2,[]
7000000,['Horror'],79316,en,10.591125,"['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'TSG Entertainment']",['United States of America'],36433975.0,89.0,Devil's Due,4.4,218.0,2014,1,8,1,Winter,Horror,1,['found footage']
10000000,"['Crime', 'Thriller', 'Horror']",41374,en,1.942945,"['Orion Pictures', 'Nelson Entertainment', 'Interscope Communications']",['United States of America'],22424195.0,98.0,The First Power,4.7,15.0,1990,4,6,2,Spring,Action,3,['serial killer']
2000000,['Drama'],177047,en,3.880541,"['Media House Capital', 'Unified Pictures', 'Decoding Annie Parker', 'Ozymandias Productions']",['United States of America'],48390.0,91.0,Decoding Annie Parker,5.5,38.0,2014,5,2,2,Spring,Drama,1,"['infidelity', 'genetics', 'dark comedy', 'cancer', 'dna testing']"
3500000,['Animation'],217993,en,8.138622,"['DC Comics', 'Warner Bros. Animation', 'DC Entertainment']",['United States of America'],5155325.0,79.0,Justice League: War,7.0,234.0,2014,2,2,1,Winter,Animation,1,"['dc comics', 'based on comic', 'superhero team', 'super powers']"
7700000,['Romance'],185008,hi,4.262544,['Dharma Productions'],['India'],46000000.0,159.0,Yeh Jawaani Hai Deewani,7.1,80.0,2013,5,31,2,Spring,Comedy,1,[]
3000000,"['Comedy', 'Drama']",92834,en,0.808339,['Besiktas Kültür Merkezi (BKM)'],['Turkey'],13954476.0,111.0,Vizontele Tuuba,6.5,9.0,2004,1,21,1,Winter,Comedy,2,[]
12516654,"['Animation', 'Comedy', 'Drama', 'Family']",126319,fr,7.225779,"['StudioCanal', 'La Parti Productions', 'Les Armateurs', 'Melusine Productions', 'Maybe Movies', 'Gkids']","['Belgium', 'France', 'Luxembourg']",8109160.0,78.0,Ernest & Celestine,7.6,148.0,2012,12,12,4,Winter,Animation,4,"['mouse', 'musician', 'friendship', 'prejudice', 'bear']"
65000000,"['Horror', 'Thriller']",100241,en,9.415817,"['Lakeshore Entertainment', 'Sidney Kimmel Entertainment', 'Lionsgate', 'Hopscotch Films']","['United States of America', 'Australia']",71154592.0,92.0,"I, Frankenstein",5.1,701.0,2014,1,22,1,Winter,Horror,2,"['soul', 'queen', 'anti hero', 'fantasy', 'prince', 'supernatural', 'frankenstein', 'good vs evil', 'gargoyles', 'fighting', 'demon', 'dark', 'imax', '3d']"
5000000,"['Drama', 'Comedy']",157099,en,7.392294,"['Aegis Film Fund', 'Altus Productions', 'Ealing Metro International', 'Occupant Entertainment']","['United Kingdom', 'United States of America']",75143.0,91.0,Better Living Through Chemistry,5.9,99.0,2014,3,14,1,Spring,Drama,2,"['pharmacist', 'dark comedy', 'trophy wife']"
18000000,['Drama'],130150,en,6.108646,"['Mr. Mudd Production', 'Indian Paintbrush', 'Right of Way Films']",['United States of America'],20275812.0,111.0,Labor Day,6.7,306.0,2013,12,27,4,Winter,Drama,1,"['escaped convict', 'depressed mom']"
33000000,"['Adventure', 'Drama', 'Family']",157841,en,6.839535,"['Epithète Films', 'Cross Creek Pictures', 'Tapioca Films']","['Canada', 'France']",9494789.0,105.0,The Young and Prodigious T.S. Spivet,6.7,234.0,2013,10,16,4,Fall,Adventure,3,"['train', 'cartographer']"
70000000,"['War', 'Drama', 'History', 'Action']",152760,en,11.132411,"['Columbia Pictures', 'Studio Babelsberg', 'Fox 2000 Pictures', 'Smokehouse Pictures', 'Obelisk Productions']","['Germany', 'United States of America']",154984035.0,118.0,The Monuments Men,5.8,1545.0,2014,1,24,1,Winter,Documentary,4,"['world war ii', 'nazis', 'art theft', 'post world war ii']"
60000000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",137106,en,16.418133,"['Village Roadshow Pictures', 'DC Comics', 'Vertigo Entertainment', 'Lin Pictures', 'Warner Bros. Animation', 'LEGO', 'Warner Bros.', 'Animal Logic', 'Warner Animation Group', 'RatPac-Dune Entertainment']",['United States of America'],469160692.0,100.0,The Lego Movie,7.5,3127.0,2014,2,6,1,Winter,Adventure,5,"['father son relationship', 'creativity', 'friendship', 'part live action', 'toys', 'based on toy', 'falling in love', 'super powers', 'duringcreditsstinger', 'different worlds', 'lego', 'batman']"
120000000,"['Action', 'Science Fiction']",97020,en,10.246549,"['Columbia Pictures', 'Strike Entertainment', 'Metro-Goldwyn-Mayer (MGM)']","['Canada', 'United States of America']",242688965.0,102.0,RoboCop,5.7,2385.0,2014,1,30,1,Winter,Action,2,"['cyborg', 'future', 'dystopia', 'police', 'remake', 'violence', 'detroit']"
35000000,"['Action', 'Drama', 'Thriller', 'Crime']",144336,en,6.966505,"['Open Road Films', 'QED International', 'Albert S. Ruddy Productions', 'Crave Films', 'Roth Films']",['United States of America'],17508518.0,110.0,Sabotage,5.5,560.0,2014,3,28,1,Spring,Action,4,"['drug cartel', 'dea']"
8500000,"['Drama', 'Fantasy', 'Science Fiction']",157834,en,10.990614,"['Le Pacte', 'Zanuck Independent', 'Voltage Pictures', 'MediaPro Pictures', 'Zephyr Films', 'Picture Perfect Corporation', 'Wild Side Films']","['United Kingdom', 'France', 'United States of America', 'Romania']",770706.0,107.0,The Zero Theorem,5.9,383.0,2014,1,2,1,Winter,Drama,3,"['virtual reality', 'dystopia', 'computer']"
20000000,"['Drama', 'Romance']",226857,en,8.757277,"['Universal Pictures', 'Fake Empire', 'Bluegrass Films']",['United States of America'],34077920.0,103.0,Endless Love,6.7,555.0,2014,2,12,1,Winter,Drama,2,['teenage romance']
60000000,"['Drama', 'Fantasy', 'Mystery', 'Romance']",137321,en,7.363527,"['Village Roadshow Pictures', 'Weed Road Pictures', 'Warner Bros.']",['United States of America'],30800231.0,118.0,Winter's Tale,6.0,501.0,2014,2,13,1,Winter,Drama,4,['based on novel']
4000000,['Drama'],157847,en,13.784411,"['Worldview Entertainment', 'Muskat Filmed Properties', 'Dreambridge Films', 'Rough House Pictures']",['United States of America'],2365467.0,118.0,Joe,6.5,346.0,2014,4,11,2,Spring,Drama,1,"['child abuse', 'prostitute', 'bar', 'brothel', 'snake', 'rain', 'pedophilia', 'bridge', 'beer', 'police', 'wine', 'fellatio', 'truck', 'woods', 'murder', 'dogfight', 'cigar smoking', 'underage drinking', 'teenager', 'facial scar', 'alcoholic', 'ex-con', 'cigarette lighter', 'grocery store', 'shot', 'search for dog', 'trees', 'dirt road', 'assaulting an officer', 'gallon of water']"
20000000,"['Science Fiction', 'Romance']",20493,hi,0.304988,['Baweja Movies'],['India'],5000000.0,171.0,Love Story 2050,3.6,8.0,2008,7,4,3,Summer,Horror,2,[]
12500000,"['Comedy', 'Romance']",222899,en,9.543004,"['Screen Gems, Inc.', 'Rainforest Films', 'Olive Bridge Entertainment']",['United States of America'],49002684.0,100.0,About Last Night,6.0,217.0,2014,2,14,1,Winter,Comedy,2,['duringcreditsstinger']
30000000,"['Comedy', 'Drama']",120467,en,14.442048,"['Fox Searchlight Pictures', 'Scott Rudin Productions', 'Studio Babelsberg', 'Indian Paintbrush', 'TSG Entertainment', 'American Empirical Pictures']","['United Kingdom', 'United States of America', 'Germany']",174600318.0,99.0,The Grand Budapest Hotel,8.0,4644.0,2014,2,26,1,Winter,Comedy,2,"['hotel', 'painting', 'wartime', 'gunfight', 'theft', 'mentor protégé relationship', 'european', 'hotel lobby', 'renaissance painting']"
8000000,"['Comedy', 'Romance']",225565,en,8.060403,['Treehouse Pictures'],['United States of America'],26049082.0,94.0,That Awkward Moment,6.1,1020.0,2014,1,29,1,Winter,Comedy,2,"['male friendship', 'friendship', 'dating', 'relationship', 'duringcreditsstinger', 'young adult']"
165000000,"['Adventure', 'Drama', 'Science Fiction']",157336,en,32.213481,"['Paramount Pictures', 'Legendary Pictures', 'Warner Bros.', 'Syncopy', 'Lynda Obst Productions']","['Canada', 'United States of America', 'United Kingdom']",675120017.0,169.0,Interstellar,8.1,11187.0,2014,11,5,4,Fall,Adventure,3,"['saving the world', 'artificial intelligence', 'father son relationship', 'single parent', 'nasa', 'expedition', 'wormhole', 'space travel', 'famine', 'black hole', 'dystopia', 'race against time', 'quantum mechanics', 'spaceship', 'space', 'rescue', 'family relationships', 'farmhouse', 'robot', 'astronaut', 'scientist', 'father daughter relationship', 'single father', 'farmer', 'space station', 'imax', 'astrophysics', 'zero gravity', 'courage', 'time paradox', 'relativity']"
28000000,"['Action', 'Drama', 'Thriller', 'Crime']",192102,en,17.861119,"['Wonderland Sound and Vision', 'EuropaCorp', 'Relativity Media', '3DTK', 'Feelgood Entertainment', 'Paradise/MGN']","['France', 'United States of America']",52597999.0,113.0,3 Days to Kill,6.0,896.0,2014,2,14,1,Winter,Action,4,"['retirement', 'secret service', 'illegal drugs']"
